Danceability,Artist Name,Track Name,Popularity,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,Liveness,valence,tempo,duration_in min/ms,time_signature,Genre
0.777,Adri√°n Otero,Me Gusta Ese Tajo,220000,0.59399999999999997,2,25/12/1899,major,-0.0419,-1.07,,62.5,-0.0724,108.073,168386,4,Blues
0.572,Arik Einstein,◊ê◊†◊ô ◊ï◊ê◊™◊î - ◊ë◊ì◊©◊ê ◊ê◊¶◊ú ◊ê◊ë◊ô◊í◊ì◊ï◊®-◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,320000,0.45500000000000002,2,17/12/1899,major,-0.0339,-3.9,0.000121,57.56,-0.0306,133.701,214571,4,Rock Music
0.684,Waylon Jennings,"Luckenbach, Texas (Back to the Basics of Love)",560000,0.45000000000000001,7,21/12/1899,major,-0.0332,-7.04,0.00191,74.3,-0.0639,102.902,3.34155,4,Country Music
0.597,Shlomo Artzi,◊ú◊ê ◊î◊§◊°◊ß◊™◊ô ◊ú◊ó◊§◊© ◊ê◊ï◊™◊ö,410000,0.66600000000000004,7,26/12/1899,minor,-0.0372,-1.83,,62,-0.0436,136.81,238421,4,Rock Music
-5,"Suresh Wadkar, Bela",Pardesi Pardesi - Sad Version,340000,0.40200000000000002,9,22/12/1899,minor,-0.0397,-7.84,,71.8,-0.0308,73.831,2.670666667,4,Bollywood Music
-5,Lil Poppa,A.M. Flights (feat. Toosii),510000,0.63500000000000001,-6,26/12/1899,minor,-0.4,-3.68,,62.2,-0.0817,172.231,123123,3,Hip Hop Music
-5,Jeff Beck,I Ain't Superstitious,300000,0.59599999999999997,-6,21/12/1899,major,-0.362,-5.36,0.000915,60.7,-0.0516,167.873,293027,3,Blues
0.761,ILIRA,Dynamite,740000,0.82099999999999995,8,26/12/1899,major,-0.202,-1.85,,56.92,-0.0388,108.13,125879,4,Pop Music
0.889,Billie Eilish,Therefore I Am,880000,0.34000000000000002,11,24/12/1899,minor,-0.0697,-2.18,0.13,55.5,-0.0716,94.009,174321,4,Rock Music
0.712,Eric Carmen,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",750000,0.54900000000000004,-6,22/12/1899,major,-0.0254,-0.11,,61.8,-0.0552,109.882,251067,4,Rock Music
-5,Sepultura,Refuse / Resist,560000,0.95299999999999996,2,25/12/1899,major,-0.15,-0.00291,0.00338,60.4,-0.0232,118.033,199227,4,Metal Music
-5,The Devil Wears Prada,Nightfall,550000,0.98499999999999999,8,28/12/1899,major,-0.129,-0.00187,0.00177,81.6,-0.0239,159.838,268200,3,Metal Music
0.598,Dikla,◊©◊ë◊ï◊¢◊ô◊ô◊ù,380000,0.68999999999999995,-6,27/12/1899,minor,-0.303,-3.63,,55.19,-0.0653,187.934,198300,4,Pop Music
0.654,Billy Boy Arnold,I Wish You Would,250000,0.56799999999999995,7,20/12/1899,major,-0.0272,-2.26,0.00356,61.4,-0.0762,95.116,219560,4,Blues
0.686,Fly Right,Oliver Hazard,310000,0.38200000000000001,10,22/12/1899,major,-0.0319,-5.18,3.63e-05,60.4,-0.0273,132.961,3.38845,4,Acoustic Folk
0.597,Haricharan,Jagadananda Karaka,150000,0.68600000000000005,2,21/12/1899,major,-0.0749,-2.88,2.93e-05,58.76,-0.0804,152.049,11.61245,4,Acoustic Folk
0.8,NOROZ,◊ê◊ô◊ü ◊û◊¶◊ë,230000,0.60399999999999998,8,24/12/1899,major,-0.163,-0.159,1.35e-05,53.1,-0.0515,150.079,133046,4,Hip Hop Music
-5,Ehud Banai,◊î◊í◊ô◊ò◊®◊î,170000,0.86499999999999999,,27/12/1899,major,-0.0348,-0.0158,0.000134,65.9,-0.0382,129.726,263720,4,Rock Music
-5,The Adverts,Gary Gilmore's Eyes,390000,0.59799999999999998,4,25/12/1899,minor,-0.0487,-0.349,4.8e-06,91.6,-0.0778,157.927,136960,4,Alt Music
0.725,Cedric Burnside,We Made It,450000,0.746,2,24/12/1899,major,-0.0292,-0.223,0.0357,79.3,-0.0819,107.205,214613,4,Blues
-5,Kula Shaker,Hush,530000,0.85199999999999998,8,25/12/1899,major,-0.0451,-0.00251,1.05e-06,57.61,-0.0806,117.792,174787,4,Rock Music
0.731,Qrion,Monolith,430000,0.64400000000000002,8,20/12/1899,minor,-0.0416,-0.267,0.824,56.39,-0.024,120,322058,4,Alt Music
-5,Proxy,Raven,110000,0.69799999999999995,1,23/12/1899,major,-0.171,-0.0735,0.872,64,-0.00395,127.992,354129,4,Alt Music
-5,"Amitabh Bachchan, Pran",Sir Main Vijay Bol Raha Hun - Dialogues,20000,0.34699999999999998,8,16/12/1899,major,-0.373,-9.5,0.289,89.8,-0.0497,73.548,29.45,4,Bollywood Music
-5,Lloyd Cole and the Commotions,Rattlesnakes,490000,0.88400000000000001,9,22/12/1899,major,-0.0675,-0.2,4.17e-05,59,-0.0682,151.747,207427,4,Alt Music
0.547,Sam Flax,Fire Doesn't Burn Itself,350000,0.75700000000000001,6,29/12/1899,minor,-0.0362,-0.00577,0.197,57.89,-0.0335,112.919,327489,4,Pop Music
0.706,SEB,seaside_demo,620000,0.82399999999999995,,24/12/1899,major,-0.0694,-3.55,0.000133,61.1,-0.086,94.98,132000,4,Pop Music
-5,Scorpions,Blackout - 2015 Remaster,420000,0.94299999999999995,9,29/12/1899,major,-0.0874,-0.068,0.0622,109,-0.0603,179.557,230840,4,Metal Music
0.702,"Britney Spears, G-Eazy",Make Me... (feat. G-Eazy),,0.69999999999999996,7,25/12/1899,minor,-0.0925,-1.46,,70.6,-0.0591,122.982,3.849333333,4,Pop Music
0.569,"Kishore Kumar, Alisha Chinai",Kate Nahin Kat Te,390000,0.55000000000000004,8,21/12/1899,major,-0.0702,-5.89,,59.31,-0.0495,131.082,6.628216667,4,Bollywood Music
0.678,Erick the Architect,I Can't Lose,560000,0.627,10,21/12/1899,minor,-0.164,-2.1,,89.7,-0.0365,115.062,197500,4,Hip Hop Music
0.701,Nasta Super,Que Curioso,170000,0.61199999999999999,8,22/12/1899,minor,-0.0325,-3.67,5e-05,60.3,-0.026,99.131,314840,3,Blues
0.56,The Beths,Jump Rope Gazers,390000,0.41199999999999998,-6,20/12/1899,major,-0.0255,-0.0795,1.43e-06,60.7,-0.044,99.979,312182,4,Alt Music
0.643,Sonic Youth,I Love You Mary Jane,450000,0.27100000000000002,,15/12/1899,minor,-0.0842,-0.0235,0.461,104.6,-0.0263,79.402,229267,4,Rock Music
0.535,Old Dominion,I Was On a Boat That Day,720000,0.91500000000000004,11,28/12/1899,major,-0.0991,-0.0699,,72.4,-0.0731,140.13,2.976883333,4,Country Music
0.797,Peled,◊§◊ú◊ê◊ò◊ï,220000,0.47499999999999998,9,21/12/1899,minor,-0.158,-2.58,2.1e-06,66.8,-0.0584,120.041,285179,4,Hip Hop Music
0.532,Dudu Aharon,◊ê◊ú ◊™◊°◊í◊®◊ô ◊ú◊ô ◊™◊≥◊ì◊ú◊™,190000,0.5,4,25/12/1899,minor,-0.0265,-5.1,,59.59,-0.0642,99.739,274880,4,Pop Music
-5,The Killers,Somebody Told Me,740000,0.96999999999999997,10,27/12/1899,minor,-0.0836,-0.000904,0.000674,60.1,-0.0689,138.081,197200,4,Rock Music
0.721,Big Audio Dynamite,E=MC2,500000,0.78200000000000003,2,22/12/1899,minor,-0.0529,-7.16,,70.4,-0.0844,129.975,354627,4,Indie Music
-5,Cradle Of Filth,Cruelty Brought Thee Orchids,390000,0.98299999999999998,,27/12/1899,minor,-0.102,-0.00977,0.00687,79.4,-0.0366,132.606,438733,4,Metal Music
0.537,"Johnny ""Guitar"" Watson",Cuttin' In,290000,0.35599999999999998,10,19/12/1899,major,-0.0315,-7.21,,59.73,-0.0564,85.307,195133,3,Blues
-5,D√òDSENGEL,AZONEI WYRDWALKER,250000,0.95099999999999996,10,28/12/1899,minor,-0.178,-0.000222,0.484,74.4,-0.00262,140.345,478302,4,Metal Music
-5,Flying Lotus,Black Gold,620000,0.91800000000000004,8,26/12/1899,major,-0.367,-0.149,0.77,89.7,-0.0525,86.063,95973,4,Alt Music
0.962,Boy 8-Bit,Suspense Is Killing Me,190000,0.253,-6,20/12/1899,minor,-0.335,-0.0578,,57.51,-0.0137,127.003,293883,4,Indie Music
-5,Mazzy Star,Fade Into You,730000,0.33000000000000002,9,18/12/1899,major,-0.0275,-2.45,0.000679,56.77,-0.0175,157.143,295600,3,Indie Music
0.797,The Clash,Rock the Casbah - Remastered,710000,0.872,9,25/12/1899,minor,-0.0575,-2.91,,78.4,-0.0866,129.885,3.70711667,4,Rock Music
0.527,Cheap Trick,California Man,360000,0.93899999999999995,9,24/12/1899,major,-0.0467,-0.065,3.83e-05,67.7,-0.0865,155.838,224800,4,Blues
0.585,Eden Ben Zaken,◊ó◊¶◊ô ◊û◊ì◊ô◊†◊î,360000,0.63300000000000001,-6,26/12/1899,minor,-0.0371,-5.12,,70.6,-0.0367,150.093,177337,4,Pop Music
-5,Cracker,Low,580000,0.64600000000000002,7,25/12/1899,major,-0.0283,-0.093,0.00469,60.1,-0.0471,173.974,276132,4,Rock Music
0.606,Alan Jackson,Chattahoochee,720000,0.70599999999999996,,22/12/1899,major,-0.0379,-3.62,,66,-0.0819,174.533,2.469333333,4,Country Music
-5,Billy Joel,"Lullabye (Goodnight, My Angel)",570000,0.157,7,18/12/1899,major,-0.0324,-9.48,,72.4,-0.022,76.48,214400,4,Rock Music
-5,Britney Spears,Overprotected - The Darkchild Remix - Remastered,390000,0.81499999999999995,-6,27/12/1899,minor,-0.38,-0.072,1.92e-06,85.6,-0.0911,191.803,3.334216667,4,Pop Music
-5,Junkyard Drive,Let It Burn,360000,0.85599999999999998,1,20/12/1899,major,-0.065,-0.000698,0.00609,54.92,-0.0322,167.849,220000,4,Rock Music
0.563,Jake Wesley Rogers,Middle of Love,470000,0.61199999999999999,10,25/12/1899,major,-0.0369,-0.406,6.33e-06,93.2,-0.0341,134.896,200902,4,Alt Music
-5,Hannah Wicklund,Bomb Through the Breeze,440000,0.59099999999999997,2,27/12/1899,major,-0.0299,-0.0252,0.00278,81.3,-0.0691,82.133,164645,4,Blues
0.549,Middle Kids,Stacking Chairs,390000,0.75800000000000001,8,26/12/1899,major,-0.0262,-0.267,0.000376,71.3,-0.0486,109.975,188347,4,Indie Music
0.521,Hatikva 6,◊ú◊ó◊ñ◊ï◊® ◊î◊ë◊ô◊™◊î,430000,0.65000000000000002,8,25/12/1899,major,-0.0436,-2.72,,58.44,-0.0743,156.003,231526,4,Pop Music
0.599,Sad Night Dynamite,Krunk - LARRY PINK THE HUMAN Remix,340000,0.81499999999999995,1,28/12/1899,major,-0.0373,-0.0608,0.282,61.8,-0.0213,100.013,250800,4,Rock Music
0.652,Dylan Scott,My Girl,670000,0.71899999999999997,1,24/12/1899,major,-0.033,-0.353,,60.8,-0.024,94.969,3.294,4,Country Music
0.693,Freak Slug,Radio,420000,0.52800000000000002,1,23/12/1899,major,-0.0259,-6.99,0.846,61.4,-0.0597,107.949,191528,4,Indie Music
0.632,Reymour,De ma Tour,370000,0.78700000000000003,10,24/12/1899,minor,-0.0326,-2.95,0.302,107.2,-0.0808,149.967,196986,3,Indie Music
0.806,Kishore Kumar,Hum To Mohabbat Karega,90000,0.42699999999999999,9,24/12/1899,minor,-0.209,-9.48,0.00097,61.2,-0.0878,103.606,3.254,4,Bollywood Music
0.703,The Cold Stares,In the Middle,270000,0.60599999999999998,9,22/12/1899,major,-0.0303,-0.392,0.0322,63.9,-0.0567,90.065,214818,4,Blues
0.749,Syl Johnson,Who's Still in Love,90000,0.85699999999999998,,25/12/1899,major,-0.0603,-0.709,0.000516,56.7,-0.0847,118.728,189093,4,Blues
0.535,Helena Deland,Someone New,450000,0.76300000000000001,1,21/12/1899,minor,-0.0788,-5.78,0.573,60.3,-0.0166,148.027,229502,4,Alt Music
0.546,Eleine,Mein Herz brennt,440000,0.66700000000000004,7,22/12/1899,major,-0.0401,-0.00272,0.125,60.8,-0.0185,83.235,281373,4,Metal Music
0.687,Declan McKenna,Brazil,730000,0.61699999999999999,4,26/12/1899,major,-0.0287,-0.941,1.27e-05,58.98,-0.0665,121.079,252307,4,Indie Music
0.538,Josh Teskey,Push The Blues Away,510000,0.38100000000000001,2,23/12/1899,major,-0.0349,-7.97,3.56e-06,61.5,-0.0193,86.023,209619,4,Blues
0.705,Tones And I,Cloudy Day,730000,0.77600000000000002,4,25/12/1899,major,-0.0445,-0.643,2.81e-06,52.46,-0.0366,116.011,3.0884,4,Pop Music
-5,Pavement,Gold Soundz,530000,0.61399999999999999,9,22/12/1899,major,-0.031,-0.675,,64,-0.0479,126.459,159707,4,Indie Music
0.636,LASTMONDAY,Freestyle Cruda,290000,0.82399999999999995,,24/12/1899,major,-0.134,-1.37,,70.8,-0.0765,184.05,149348,4,Pop Music
-5,Britney Spears,Invitation,,0.65200000000000002,6,24/12/1899,major,-0.11,-0.332,6.85e-05,59.47,-0.0156,112.33,3.333116667,4,Pop Music
-5,TV On The Radio,Wolf Like Me,590000,0.78500000000000003,7,27/12/1899,major,-0.0434,-0.0165,0.00806,62.4,-0.0186,175.986,277467,4,Alt Music
0.611,Ali Handal,Shut Your Mouth and Do Something,310000,0.68799999999999994,7,25/12/1899,major,-0.0848,-0.0402,1.84e-06,65,-0.0691,119.995,200449,4,Blues
0.547,Wetter,Love Is All Around,360000,0.51400000000000001,8,26/12/1899,major,-0.0298,-4.5,,53.73,-0.0415,80.943,265265,4,Rock Music
0.563,Giraffes? Giraffes!,At the Turf Field Behind My Parents' House,370000,0.64800000000000002,9,18/12/1899,major,-0.0284,-5.29,0.882,84.2,-0.0685,80.002,273782,4,Rock Music
0.644,Morray,Trenches,580000,0.60699999999999998,2,23/12/1899,major,-0.47,-0.0685,,57.86,-0.0403,161.796,193200,3,Hip Hop Music
-5,–∏—Å—Ç–æ—á–Ω–∏–∫,—Å—Ç—Ä–∞—Ö,400000,0.68500000000000005,11,25/12/1899,minor,-0.0353,-0.134,0.00778,79.4,-0.0112,105.584,203333,4,Indie Music
-5,TOOL,Fear Inoculum,620000,0.58399999999999996,7,21/12/1899,major,-0.042,-0.00827,0.512,55.28,-0.016,86.913,620101,4,Metal Music
0.68,Tesher,Jalebi Baby,770000,0.89500000000000002,2,24/12/1899,major,-0.0378,-0.156,0.000374,64.5,-0.0824,93.037,189375,4,Pop Music
0.77,UniBe@t,Expectations,170000,0.66500000000000004,9,24/12/1899,minor,-0.43,-0.0592,0.156,76.8,-0.0725,113.974,271579,4,Indie Music
-5,Guns N' Roses,Nightrain,610000,0.99199999999999999,6,25/12/1899,major,-0.0725,-1.07,0.0117,67.9,-0.0243,149.412,266173,4,Rock Music
0.526,U2,Stuck In A Moment You Can't Get Out Of,640000,0.66500000000000004,4,27/12/1899,major,-0.0243,-4.07,0.000271,66.9,-0.0285,158.493,273467,4,Rock Music
-5,blink-182,Darkside,620000,0.92300000000000004,4,28/12/1899,major,-0.11,-0.0627,,58.2,-0.0545,155.11,180960,4,Rock Music
0.691,Mac Curtis,That Ain't Nothin' but Right,230000,0.749,9,26/12/1899,major,-0.042,-6.03,0.00376,54.69,-0.0867,94.989,134493,4,Rock Music
0.582,luxury elite,Strut (Áå´ „Ç∑ Corp. Remix),380000,0.93999999999999995,1,24/12/1899,major,-0.0389,-0.406,0.923,119.6,-0.0671,92.946,145087,4,Indie Music
-5,Down for Tomorrow,Trouble Prone,280000,0.92700000000000005,2,28/12/1899,major,-0.0743,-0.000178,,63.5,-0.0479,138.025,149629,4,Rock Music
0.671,Mickey Lamantia,Honky Tonk Confessions,440000,0.66700000000000004,2,26/12/1899,major,-0.0271,-0.328,,58,-0.0671,111.967,228853,4,Rock Music
0.653,Omer Adam,◊ë◊ï◊ß◊®◊©◊ò,370000,0.94099999999999995,,29/12/1899,minor,-0.114,-1.34,,81.8,-0.0613,129.96,227840,4,Pop Music
0.553,Samia,Big Wheel,580000,0.51200000000000001,-6,24/12/1899,major,-0.0465,-5.69,3.87e-05,60.7,-0.0259,94.96,195773,4,Indie Music
-5,"Udit Narayan, Sadhana Sargam",Pehla Nasha,550000,0.33900000000000002,-6,17/12/1899,major,-0.0333,-7.75,2.04e-05,57.99,-0.0529,151.986,4.856666667,4,Bollywood Music
0.617,ZZ Top,Cheap Sunglasses,480000,0.46100000000000002,-6,17/12/1899,minor,-0.0434,-1.48,0.0151,62,-0.0828,93.853,288400,4,Rock Music
-5,Queensr√øche,Silent Lucidity - Remastered 2003,630000,0.628,7,26/12/1899,major,-0.0274,-0.534,0.00025,62,-0.00981,140.049,347760,4,Metal Music
0.953,Young Stoner Life,Ski,820000,0.621,8,24/12/1899,minor,-0.221,-0.17,,53.98,-0.0883,123.016,152333,4,Hip Hop Music
0.564,Curley Weaver,You Was Born To Die,370000,0.26900000000000002,2,18/12/1899,major,-0.0443,-9.95,0.00483,63.2,-0.0602,103.355,171546,4,Blues
0.644,Talking Heads,Once in a Lifetime - 2005 Remaster,700000,0.91900000000000004,2,25/12/1899,major,-0.0561,-1.81,0.134,112.2,-0.0871,117.459,259907,4,Indie Music
-5,Fuel,Hemorrhage (In My Hands),480000,0.83099999999999996,1,28/12/1899,major,-0.0404,-0.00127,0.000341,74,-0.0332,152.034,236867,4,Rock Music
0.902,Eric B. & Rakim,Paid In Full,500000,0.74299999999999999,7,20/12/1899,major,-0.229,-0.00755,0.00104,55.55,-0.0423,98.944,228267,4,Hip Hop Music
-5,bonsi,Mouth of Shame,320000,0.53900000000000003,4,19/12/1899,minor,-0.241,-5,0.00714,63.2,-0.00824,115.083,221217,4,Alt Music
-5,SID,Â£∞Ëâ≤,370000,0.59099999999999997,-6,27/12/1899,major,-0.0305,-0.836,,60.2,-0.0269,74.783,303667,4,Rock Music
0.572,Van Halen,Jump - 2015 Remaster,780000,0.83499999999999996,,25/12/1899,major,-0.0317,-1.71,0.000377,57.02,-0.0795,129.981,4.02666667,4,Rock Music
0.78,Prince Rapid,Gladiator - Instrumental,90000,0.97199999999999998,6,01/01/1900,minor,-0.253,-0.107,0.0296,60,-0.0958,137.056,198000,4,Hip Hop Music
0.533,Aura Blum,Dolor,290000,0.56200000000000006,6,25/12/1899,minor,-0.0247,-5.26,0.616,68.2,-0.0278,103.055,196408,4,Indie Music
0.614,WSTR,Filthy,510000,0.88500000000000001,8,25/12/1899,major,-0.0891,-0.123,,81.2,-0.0577,117.98,187207,4,Rock Music
-5,Aviv Geffen,◊í◊©◊ù ◊õ◊ë◊ì ◊¢◊ï◊û◊ì ◊ú◊ô◊§◊ï◊ú,340000,0.753,7,28/12/1899,major,-0.0341,-1.23,9.48e-05,122.4,-0.047,126.388,242693,4,Rock Music
0.745,Langston Hughes,Dreams,80000,0.10199999999999999,2,12/12/1899,major,-0.937,-9.82,,62.4,-0.0371,88.247,57443,4,Hip Hop Music
0.503,From Sorrow To Serenity,Reclaim,300000,0.97899999999999998,,28/12/1899,minor,-0.0596,-0.0102,0.862,64,-0.0391,106.015,196320,4,Metal Music
0.837,MC Lyte,Poor Georgie,440000,0.68799999999999994,10,24/12/1899,minor,-0.216,-0.329,,59.99,-0.0708,95.565,270093,4,Hip Hop Music
0.62,Songhoy Blues,Soubour,430000,0.875,11,26/12/1899,minor,-0.0256,-0.159,0.374,84.4,-0.0903,101.872,212307,4,Blues
0.571,Dustin Tebbutt,Love Is Blind,340000,0.47699999999999998,2,19/12/1899,major,-0.0392,-6,0.391,61.1,-0.0466,77.954,3.88453333,4,Acoustic Folk
0.648,The Smashing Pumpkins,Farewell And Goodnight - Remastered 2012,430000,0.29499999999999998,11,16/12/1899,major,-0.0292,-8.11,0.0164,58.06,-0.0175,140.062,264240,4,Rock Music
-5,U2,Red Hill Mining Town - Remastered 2007,430000,0.65700000000000003,,22/12/1899,major,-0.033,-1.61,0.0029,75.7,-0.0415,69.129,292867,4,Rock Music
0.554,American Authors,Luck,530000,0.80600000000000005,,28/12/1899,major,-0.046,-0.0177,,66.5,-0.0646,144.923,220693,4,Rock Music
0.874,Kali,Do A Bitch (Remix) [feat. Rico Nasty],640000,0.53100000000000003,11,23/12/1899,major,-0.34,-0.252,,80.5,-0.0514,111.999,198951,4,Hip Hop Music
0.875,boy-ish,time again,230000,0.40799999999999997,10,21/12/1899,major,-0.247,-8.41,0.183,55.79,-0.0472,131.972,150828,4,Indie Music
-5,Jason Aldean,Amarillo Sky,600000,0.77600000000000002,2,28/12/1899,major,-0.0393,-3.14,,64.6,-0.0428,154.988,3.375783333,4,Country Music
0.821,fanclubwallet,Bike Song,310000,0.69499999999999995,7,26/12/1899,major,-0.042,-0.402,0.0312,55.99,-0.0903,107.006,144667,4,Indie Music
0.689,Biddu,Baat Ban Jaye - Qurbani / Soundtrack Version,260000,0.61699999999999999,7,21/12/1899,major,-0.0314,-6.45,0.574,55.46,-0.0978,108.811,3.25645,4,Bollywood Music
0.566,Jme,96 Bars of Revenge,420000,0.90700000000000003,1,23/12/1899,major,-0.522,-0.546,,61.9,-0.056,93.164,224213,5,Hip Hop Music
-5,The Smashing Pumpkins,Landslide,590000,0.20799999999999999,10,16/12/1899,major,-0.0318,-8.96,0.0265,69.2,-0.0354,111.549,190587,3,Rock Music
-5,Neumatic Parlo,Real Insight,210000,0.83499999999999996,11,23/12/1899,major,-0.0383,-0.000132,0.694,71,-0.0389,147.017,202953,4,Rock Music
0.694,Nick Lowe,Cruel To Be Kind,570000,0.65600000000000003,,21/12/1899,major,-0.026,-0.586,1.81e-06,55.05,-0.0803,131.679,210131,4,Rock Music
0.739,Fantastic Negrito,Chocolate Samurai,460000,0.66900000000000004,-6,23/12/1899,major,-0.0386,-0.274,0.00464,62.3,-0.0547,128.26,295839,4,Rock Music
0.76,Alessia Cara,Sweet Dream,710000,0.53200000000000003,,22/12/1899,major,-0.127,-2.52,,75.2,-0.05,123.064,3.03136667,4,Pop Music
-5,Northlane,Clockwork,600000,0.96999999999999997,8,26/12/1899,minor,-0.0595,-0.000372,0.309,79,-0.0346,136.123,238373,4,Metal Music
0.571,Mahendra Kapoor,Jai Janani Jai Bharat Maa,10000,0.58499999999999996,1,23/12/1899,major,-0.123,-9.74,1.59e-05,61.3,-0.0825,82.565,3.34,3,Bollywood Music
-5,"Pritam, Arijit Singh, Antara Mitra, Nikhil D'Souza",Dil Hi Toh Hai,550000,0.69399999999999995,,26/12/1899,major,-0.042,-4.52,,61,-0.0573,90.196,4.674933333,4,Bollywood Music
-5,Mohammed Rafi,Chahoonga Main Tujhe,250000,0.33100000000000002,8,19/12/1899,major,-0.0489,-9.94,0.663,74.5,-0.0255,77.039,4.908216667,4,Bollywood Music
0.828,Icewear Vezzo,Up The Sco (feat. Lil Durk),580000,0.66300000000000003,10,25/12/1899,minor,-0.357,-1.72,,70.6,-0.0691,78.477,165121,4,Hip Hop Music
-5,Dayglow,Woah Man,,0.67500000000000004,2,24/12/1899,major,-0.0332,-0.035,0.000367,71.9,-0.0338,79.965,208587,4,Indie Music
0.631,Tame Impala,Remember Me,520000,0.85099999999999998,7,26/12/1899,major,-0.04,-3.92,0.0647,107,-0.0469,107.008,261040,4,Rock Music
-5,The Isley Brothers,That Lady - Live,220000,0.90300000000000002,,25/12/1899,minor,-0.081,-0.00515,0.00783,135.3,-0.0787,142.687,216907,4,Rock Music
0.554,Robert Plant,Big Log - 2006 Remaster,590000,0.63900000000000001,9,24/12/1899,minor,-0.0278,-3.59,0.00274,70.5,-0.0644,180.638,5.08,4,Rock Music
0.782,Mos Def,Ms. Fat Booty,690000,0.58899999999999997,1,27/12/1899,major,-0.189,-1.48,,66.4,-0.0869,90.438,223547,4,Hip Hop Music
0.666,Sonna,Something's Gotta Give,310000,0.46300000000000002,1,24/12/1899,minor,-0.086,-4.13,,73.2,-0.0497,84.903,140965,4,Hip Hop Music
-5,Glen Hansard,Wedding Ring,410000,0.38500000000000001,4,19/12/1899,major,-0.0458,-6.2,0.117,61.4,-0.0363,148.504,4.78888333,3,Acoustic Folk
0.59,Hyro The Hero,Bullet,510000,0.85699999999999998,6,28/12/1899,minor,-0.0831,-0.000467,6.4e-06,78.4,-0.0652,110.027,173733,4,Metal Music
0.512,Faith Hill,Cry,470000,0.64500000000000002,8,26/12/1899,major,-0.029,-1.41,,59.87,-0.0283,111.015,3.771783333,3,Country Music
0.666,R.E.M.,Losing My Religion,820000,0.85499999999999998,9,26/12/1899,minor,-0.0295,-1.79,1.2e-06,59.87,-0.0803,125.639,268427,4,Rock Music
-5,"Alexander Glazunov, Julian Lloyd Webber, Royal Philharmonic Orchestra, James Judd","Mélodie, Op.20, No.1",,0.091999999999999998,2,08/12/1899,major,-0.0422,-9.9,0.864,61.6,-0.00838,89.542,6.625333333,4,Instrumental Music
0.608,Sorry,Starstruck - Single Version,530000,0.75900000000000001,11,24/12/1899,minor,-0.034,-0.569,0.302,66.9,-0.0861,124.504,204080,4,Alt Music
0.87,WHOKILLEDXIX,spy?,770000,0.56499999999999995,11,26/12/1899,minor,-0.0581,-0.631,0.0579,60.4,-0.0646,100.041,2.565366667,4,Pop Music
-5,The Orwells,Who Needs You,420000,0.88,-6,27/12/1899,major,-0.0465,-0.000137,0.0273,57.46,-0.0563,207.92,199147,4,Indie Music
-5,James Smith,I Don't Wanna Know,440000,0.26600000000000001,7,23/12/1899,major,-0.0347,-7.91,1.42e-06,61.4,-0.0221,165.336,208954,3,Pop Music
-5,Mark Morton,All I Had To Lose (feat. Mark Morales),450000,0.23200000000000001,9,15/12/1899,minor,-0.0339,-4.19,,61,-0.0412,149.444,195700,4,Rock Music
-5,Audioslave,Cochise,670000,0.873,9,27/12/1899,major,-0.0613,-0.00519,,55.92,-0.0433,80.473,222027,4,Rock Music
0.59,Girlhood,It Might Take A Woman,490000,0.86399999999999999,4,26/12/1899,major,-0.0327,-0.00453,1.06e-06,77.5,-0.0272,102.972,190960,4,Indie Music
0.6,Sticky,Booo! (feat. Ms Dynamite) - Original Dirty Mix,460000,0.77000000000000002,6,24/12/1899,major,-0.195,-0.004,0.000264,55.33,-0.0625,131.582,327293,4,Hip Hop Music
0.637,Mr Eazi,The Don,550000,0.45700000000000002,2,23/12/1899,major,-0.259,-4.02,0.000129,73.1,-0.04,66.743,168896,3,Pop Music
0.6,Processor,Royal Leash,470000,0.83299999999999996,1,28/12/1899,major,-0.0402,-0.000368,0.805,114.6,-0.016,118.023,223729,4,Metal Music
-5,Glass Heart,Loved & Lost,100000,0.90500000000000003,11,22/12/1899,minor,-0.0585,-0.00186,,57.2,-0.0418,110.019,244500,4,Metal Music
0.641,Leah Nobel,Over the Moon,390000,0.435,2,22/12/1899,major,-0.0485,-4.61,0.000153,63.2,-0.022,76.01,208882,4,Pop Music
-5,Flyleaf,All Around Me,530000,0.88,9,27/12/1899,major,-0.0519,-0.257,,55.06,-0.05,146.929,198467,4,Rock Music
-5,Dan Mangan,Fool For Waiting,450000,0.34200000000000003,7,23/12/1899,major,-0.0358,-7.48,6.63e-05,60.1,-0.0264,92.08,4.05333333,4,Acoustic Folk
0.856,Jammz,The World,140000,0.33600000000000002,1,21/12/1899,minor,-0.0777,-0.403,0.0857,61.6,-0.0249,143.002,229700,4,Hip Hop Music
0.608,Gary Moore,Cold Wind Blows,110000,0.73899999999999999,4,21/12/1899,minor,-0.0416,-0.102,0.552,70.2,-0.0268,97.884,329733,4,Blues
-5,Abbath,Winter Bane,390000,0.95899999999999996,8,25/12/1899,major,-0.0545,-0.000102,0.844,68.3,-0.0194,141.969,409840,4,Metal Music
-5,Daniel Lee,Huckleberry,440000,0.61499999999999999,,24/12/1899,major,-0.0321,-0.557,5.73e-05,68.2,-0.044,84.944,230412,4,Rock Music
-5,Rush,What You're Doing,370000,0.82599999999999996,11,22/12/1899,minor,-0.0532,-0.305,0.00572,62.8,-0.056,99.106,262107,4,Rock Music
